source,relation,target
f1367,contains,n2
f1367,contains,n3
f1368,contains,n1
f1368,contains,n2
f1368,contains,n3
f1369,contains,n1
f1369,contains,n2
f1369,contains,n3
f1370,contains,n1
f1370,contains,n2
f1370,contains,n3
f1371,contains,n1
f1371,contains,n2
f1371,contains,n3
f1372,contains,n1
f1372,contains,n2
f1372,contains,n3
f1373,contains,n1
f1373,contains,n2
f1373,contains,n3
f1374,contains,n1
f1374,contains,n2
f1374,contains,n3
f1375,contains,n1
f1375,contains,n2
f1375,contains,n3
f1376,contains,n1
f1376,contains,n2
f1376,contains,n3
f1377,contains,n1
f1377,contains,n2
f1377,contains,n3
f1378,contains,n1
f1378,contains,n2
f1378,contains,n3
f1379,contains,n1
f1379,contains,n2
f1379,contains,n3
f1380,contains,n1
f1380,contains,n2
f1380,contains,n3
f1381,contains,n1
f1381,contains,n2
f1381,contains,n3
f1382,contains,n1
f1382,contains,n2
f1382,contains,n3
f1383,contains,n1
f1383,contains,n2
f1383,contains,n3
f1384,contains,n1
f1384,contains,n2
f1384,contains,n3
f1385,contains,n1
f1385,contains,n2
f1385,contains,n3
f1386,contains,n1
f1386,contains,n2
f1386,contains,n3
f1387,contains,n1
f1387,contains,n2
f1387,contains,n3
f1388,contains,n1
f1388,contains,n2
f1388,contains,n3
f1389,contains,n1
f1389,contains,n2
f1389,contains,n3
f1390,contains,n1
f1390,contains,n2
f1390,contains,n3
f1391,contains,n1
f1391,contains,n2
f1391,contains,n3
f1392,contains,n1
f1392,contains,n2
f1392,contains,n3
f1393,contains,n1
f1393,contains,n2
f1393,contains,n3
f1394,contains,n1
f1394,contains,n2
f1394,contains,n3
f1395,contains,n1
f1395,contains,n2
f1395,contains,n3
f1396,contains,n1
f1396,contains,n2
f1396,contains,n3
f1397,contains,n1
f1397,contains,n2
f1397,contains,n3
f1398,contains,n1
f1398,contains,n2
f1398,contains,n3
f1399,contains,n1
f1399,contains,n2
f1399,contains,n3
f1400,contains,n1
f1400,contains,n2
f1400,contains,n3
f1401,contains,n1
f1401,contains,n2
f1401,contains,n3
f1402,contains,n1
f1402,contains,n2
f1402,contains,n3
f1403,contains,n1
f1403,contains,n2
f1403,contains,n3
f1404,contains,n1
f1404,contains,n2
f1404,contains,n3
f1405,contains,n1
f1405,contains,n2
f1405,contains,n3
f1406,contains,n1
f1406,contains,n2
f1406,contains,n3
f1407,contains,n1
f1407,contains,n2
f1407,contains,n3
f1408,contains,n1
f1408,contains,n2
f1408,contains,n3
f1409,contains,n1
f1409,contains,n2
f1409,contains,n3
f1410,contains,n1
f1410,contains,n2
f1410,contains,n3
f1411,contains,n1
f1411,contains,n2
f1411,contains,n3
f1412,contains,n1
f1412,contains,n2
f1412,contains,n3
f1413,contains,n1
f1413,contains,n2
f1413,contains,n3
f1414,contains,n1
f1414,contains,n2
f1414,contains,n3
f1415,contains,n1
f1415,contains,n2
f1415,contains,n3
f1416,contains,n1
f1416,contains,n2
f1416,contains,n3
f1417,contains,n1
f1417,contains,n2
f1417,contains,n3
f1418,contains,n1
f1418,contains,n2
f1418,contains,n3
f1419,contains,n1
f1419,contains,n2
f1419,contains,n3
f1420,contains,n1
f1420,contains,n2
f1420,contains,n3
f1421,contains,n1
f1421,contains,n2
f1421,contains,n3
f1422,contains,n1
f1422,contains,n2
f1422,contains,n3
f1423,contains,n1
f1423,contains,n2
f1423,contains,n3
f1424,contains,n1
f1424,contains,n2
f1424,contains,n3
f1425,contains,n1
f1425,contains,n2
f1425,contains,n3
f1426,contains,n1
f1426,contains,n2
f1426,contains,n3
f1427,contains,n1
f1427,contains,n2
f1427,contains,n3
f1428,contains,n1
f1428,contains,n2
f1428,contains,n3
f1429,contains,n1
f1429,contains,n2
f1429,contains,n3
f1430,contains,n1
f1430,contains,n2
f1430,contains,n3
f1431,contains,n1
f1431,contains,n2
f1431,contains,n3
f1432,contains,n1
f1432,contains,n2
f1432,contains,n3
f1433,contains,n1
f1433,contains,n2
f1433,contains,n3
f1434,contains,n1
f1434,contains,n2
f1434,contains,n3
f1435,contains,n1
f1435,contains,n2
f1435,contains,n3
f1436,contains,n1
f1436,contains,n2
f1436,contains,n3
f1437,contains,n1
f1437,contains,n2
f1437,contains,n3
f1438,contains,n1
f1438,contains,n2
f1438,contains,n3
f1439,contains,n1
f1439,contains,n2
f1439,contains,n3
f1440,contains,n1
f1440,contains,n2
f1440,contains,n3
f1441,contains,n1
f1441,contains,n2
f1441,contains,n3
f1442,contains,n1
f1442,contains,n2
f1442,contains,n3
f1443,contains,n1
f1443,contains,n2
f1443,contains,n3
f1444,contains,n1
f1444,contains,n2
f1444,contains,n3
f1445,contains,n1
f1445,contains,n2
f1445,contains,n3
f1446,contains,n1
f1446,contains,n2
f1446,contains,n3
f1447,contains,n1
f1447,contains,n2
f1447,contains,n3
f1448,contains,n1
f1448,contains,n2
f1448,contains,n3
f1449,contains,n1
f1449,contains,n2
f1449,contains,n3
f1450,contains,n1
f1450,contains,n2
f1450,contains,n3
f1451,contains,n1
f1451,contains,n2
f1451,contains,n3
f1452,contains,n1
f1452,contains,n2
f1452,contains,n3
f1453,contains,n1
f1453,contains,n2
f1453,contains,n3
f1454,contains,n1
f1454,contains,n2
f1454,contains,n3
f1455,contains,n1
f1455,contains,n2
f1455,contains,n3
f1456,contains,n1
f1456,contains,n2
f1456,contains,n3
f1457,contains,n1
f1457,contains,n2
f1457,contains,n3
f1458,contains,n1
f1458,contains,n2
f1458,contains,n3
f1459,contains,n1
f1459,contains,n2
f1459,contains,n3
f1460,contains,n1
f1460,contains,n2
f1460,contains,n3
f1461,contains,n1
f1461,contains,n2
f1461,contains,n3
f1462,contains,n1
f1462,contains,n2
f1462,contains,n3
f1463,contains,n1
f1463,contains,n2
f1463,contains,n3
f1464,contains,n1
f1464,contains,n2
f1464,contains,n3
f1465,contains,n1
f1465,contains,n2
f1465,contains,n3
f1466,contains,n1
f1466,contains,n2
f1466,contains,n3
f1467,contains,n1
f1467,contains,n2
f1467,contains,n3
f1468,contains,n1
f1468,contains,n2
f1468,contains,n3
f1469,contains,n1
f1469,contains,n2
f1469,contains,n3
f1470,contains,n1
f1470,contains,n2
f1470,contains,n3
f1471,contains,n1
f1471,contains,n2
f1471,contains,n3
f1472,contains,n1
f1472,contains,n2
f1472,contains,n3
f1473,contains,n1
f1473,contains,n2
f1473,contains,n3
f1474,contains,n1
f1474,contains,n2
f1474,contains,n3
f1475,contains,n1
f1475,contains,n2
f1475,contains,n3
f1476,contains,n1
f1476,contains,n2
f1476,contains,n3
f1477,contains,n1
f1477,contains,n2
f1477,contains,n3
f1478,contains,n1
f1478,contains,n2
f1478,contains,n3
f1479,contains,n1
f1479,contains,n2
f1479,contains,n3
f1480,contains,n1
f1480,contains,n2
f1480,contains,n3
f1481,contains,n1
f1481,contains,n2
f1481,contains,n3
f1482,contains,n1
f1482,contains,n2
f1482,contains,n3
f1483,contains,n1
f1483,contains,n2
f1483,contains,n3
f1484,contains,n1
f1484,contains,n2
f1484,contains,n3
f1485,contains,n1
f1485,contains,n2
f1485,contains,n3
f1486,contains,n1
f1486,contains,n2
f1486,contains,n3
f1487,contains,n1
f1487,contains,n2
f1487,contains,n3
f1488,contains,n1
f1488,contains,n2
f1488,contains,n3
f1489,contains,n1
f1489,contains,n2
f1489,contains,n3
f1490,contains,n1
f1490,contains,n2
f1490,contains,n3
f1491,contains,n1
f1491,contains,n2
f1491,contains,n3
f1492,contains,n1
f1492,contains,n2
f1492,contains,n3
f1493,contains,n1
f1493,contains,n2
f1493,contains,n3
f1494,contains,n1
f1494,contains,n2
f1494,contains,n3
f1495,contains,n1
f1495,contains,n2
f1495,contains,n3
f1496,contains,n1
f1496,contains,n2
f1496,contains,n3
f1497,contains,n1
f1497,contains,n2
f1497,contains,n3
f1498,contains,n1
f1498,contains,n2
f1498,contains,n3
f1499,contains,n1
f1499,contains,n2
f1499,contains,n3
f1500,contains,n1
f1500,contains,n2
f1500,contains,n3
f1501,contains,n1
f1501,contains,n2
f1501,contains,n3
f1502,contains,n1
f1502,contains,n2
f1502,contains,n3
f1503,contains,n1
f1503,contains,n2
f1503,contains,n3
f1504,contains,n1
f1504,contains,n2
f1504,contains,n3
f1505,contains,n1
f1505,contains,n2
f1505,contains,n3
f1506,contains,n1
f1506,contains,n2
f1506,contains,n3
f1507,contains,n1
f1507,contains,n2
f1507,contains,n3
f1508,contains,n1
f1508,contains,n2
f1508,contains,n3
f1509,contains,n1
f1509,contains,n2
f1509,contains,n3
f1510,contains,n1
f1510,contains,n2
f1510,contains,n3
f1511,contains,n1
f1511,contains,n2
f1511,contains,n3
f1512,contains,n1
f1512,contains,n2
f1512,contains,n3
f1513,contains,n1
f1513,contains,n2
f1513,contains,n3
f1514,contains,n1
f1514,contains,n2
f1514,contains,n3
f1515,contains,n1
f1515,contains,n2
f1515,contains,n3
f1516,contains,n1
f1516,contains,n2
f1516,contains,n3
f1517,contains,n1
f1517,contains,n2
f1517,contains,n3
f1518,contains,n1
f1518,contains,n2
f1518,contains,n3
f1519,contains,n1
f1519,contains,n2
f1519,contains,n3
f1520,contains,n1
f1520,contains,n2
f1520,contains,n3
f1521,contains,n1
f1521,contains,n2
f1521,contains,n3
f1522,contains,n1
f1522,contains,n2
f1522,contains,n3
f1523,contains,n1
f1523,contains,n2
f1523,contains,n3
f1524,contains,n1
f1524,contains,n2
f1524,contains,n3
f1525,contains,n1
f1525,contains,n2
f1525,contains,n3
f1526,contains,n1
f1526,contains,n2
f1526,contains,n3
f1527,contains,n1
f1527,contains,n2
f1527,contains,n3
f1528,contains,n1
f1528,contains,n2
f1528,contains,n3
f1529,contains,n1
f1529,contains,n2
f1529,contains,n3
f1530,contains,n1
f1530,contains,n2
f1530,contains,n3
f1531,contains,n1
f1531,contains,n2
f1531,contains,n3
f1532,contains,n1
f1532,contains,n2
f1532,contains,n3
f1533,contains,n1
f1533,contains,n2
f1533,contains,n3
f1534,contains,n1
f1534,contains,n2
f1534,contains,n3
f1535,contains,n1
f1535,contains,n2
f1535,contains,n3
f1536,contains,n1
f1536,contains,n2
f1536,contains,n3
f1537,contains,n1
f1537,contains,n2
f1537,contains,n3
f1538,contains,n1
f1538,contains,n2
f1538,contains,n3
f1539,contains,n1
f1539,contains,n2
f1539,contains,n3
f1540,contains,n1
f1540,contains,n2
f1540,contains,n3
f1541,contains,n1
f1541,contains,n2
f1541,contains,n3
f1542,contains,n1
f1542,contains,n2
f1542,contains,n3
f1543,contains,n1
f1543,contains,n2
f1543,contains,n3
f1544,contains,n1
f1544,contains,n2
f1544,contains,n3
f1545,contains,n1
f1545,contains,n2
f1545,contains,n3
f1546,contains,n1
f1546,contains,n2
f1546,contains,n3
f1547,contains,n1
f1547,contains,n2
f1547,contains,n3
f1548,contains,n1
f1548,contains,n2
f1548,contains,n3
f1549,contains,n1
f1549,contains,n2
f1549,contains,n3
f1550,contains,n1
f1550,contains,n2
f1550,contains,n3
f1551,contains,n1
f1551,contains,n2
f1551,contains,n3
f1552,contains,n1
f1552,contains,n2
f1552,contains,n3
f1553,contains,n1
f1553,contains,n2
f1553,contains,n3
f1554,contains,n1
f1554,contains,n2
f1554,contains,n3
f1555,contains,n1
f1555,contains,n2
f1555,contains,n3
f1556,contains,n1
f1556,contains,n2
f1556,contains,n3
f1557,contains,n1
f1557,contains,n2
f1557,contains,n3
f1558,contains,n1
f1558,contains,n2
f1558,contains,n3
f1559,contains,n1
f1559,contains,n2
f1559,contains,n3
f1560,contains,n1
f1560,contains,n2
f1560,contains,n3
f1561,contains,n1
f1561,contains,n2
f1561,contains,n3
f1562,contains,n1
f1562,contains,n2
f1562,contains,n3
f1563,contains,n1
f1563,contains,n2
f1563,contains,n3
f1564,contains,n1
f1564,contains,n2
f1564,contains,n3
f1565,contains,n1
f1565,contains,n2
f1565,contains,n3
f1566,contains,n1
f1566,contains,n2
f1566,contains,n3
f1567,contains,n1
f1567,contains,n2
f1567,contains,n3
f1568,contains,n1
f1568,contains,n2
f1568,contains,n3
f1569,contains,n1
f1569,contains,n2
f1569,contains,n3
f1570,contains,n1
f1570,contains,n2
f1570,contains,n3
f1571,contains,n1
f1571,contains,n2
f1571,contains,n3
f1572,contains,n1
f1572,contains,n2
f1572,contains,n3
f1573,contains,n1
f1573,contains,n2
f1573,contains,n3
f1574,contains,n1
f1574,contains,n2
f1574,contains,n3
f1575,contains,n1
f1575,contains,n2
f1575,contains,n3
f1576,contains,n1
f1576,contains,n2
f1576,contains,n3
f1577,contains,n1
f1577,contains,n2
f1577,contains,n3
f1578,contains,n1
f1578,contains,n2
f1578,contains,n3
f1579,contains,n1
f1579,contains,n2
f1579,contains,n3
f1580,contains,n1
f1580,contains,n2
f1580,contains,n3
f1581,contains,n1
f1581,contains,n2
f1581,contains,n3
f1582,contains,n1
f1582,contains,n2
f1582,contains,n3
f1583,contains,n1
f1583,contains,n2
f1583,contains,n3
f1584,contains,n1
f1584,contains,n2
f1584,contains,n3
f1585,contains,n1
f1585,contains,n2
f1585,contains,n3
f1586,contains,n1
f1586,contains,n2
f1586,contains,n3
f1587,contains,n1
f1587,contains,n2
f1587,contains,n3
f1588,contains,n1
f1588,contains,n2
f1588,contains,n3
f1589,contains,n1
f1589,contains,n2
f1589,contains,n3
f1590,contains,n1
f1590,contains,n2
f1590,contains,n3
f1591,contains,n1
f1591,contains,n2
f1591,contains,n3
f1592,contains,n1
f1592,contains,n2
f1592,contains,n3
f1593,contains,n1
f1593,contains,n2
f1593,contains,n3
f1594,contains,n1
f1594,contains,n2
f1594,contains,n3
f1595,contains,n1
f1595,contains,n2
f1595,contains,n3
f1596,contains,n1
f1596,contains,n2
f1596,contains,n3
f1597,contains,n1
f1597,contains,n2
f1597,contains,n3
f1598,contains,n1
f1598,contains,n2
f1598,contains,n3
f1599,contains,n1
f1599,contains,n2
f1599,contains,n3
f1600,contains,n1
f1600,contains,n2
f1600,contains,n3
f1601,contains,n1
f1601,contains,n2
f1601,contains,n3
f1602,contains,n1
f1602,contains,n2
f1602,contains,n3
f1603,contains,n1
f1603,contains,n2
f1603,contains,n3
f1604,contains,n1
f1604,contains,n2
f1604,contains,n3
f1605,contains,n1
f1605,contains,n2
f1605,contains,n3
f1606,contains,n1
f1606,contains,n2
f1606,contains,n3
f1607,contains,n1
f1607,contains,n2
f1607,contains,n3
f1608,contains,n1
f1608,contains,n2
f1608,contains,n3
f1609,contains,n1
f1609,contains,n2
f1609,contains,n3
f1610,contains,n1
f1610,contains,n2
f1610,contains,n3
f1611,contains,n1
f1611,contains,n2
f1611,contains,n3
f1612,contains,n1
f1612,contains,n2
f1612,contains,n3
f1613,contains,n1
f1613,contains,n2
f1613,contains,n3
f1614,contains,n1
f1614,contains,n2
f1614,contains,n3
f1615,contains,n1
f1615,contains,n2
f1615,contains,n3
f1616,contains,n1
f1616,contains,n2
f1616,contains,n3
f1617,contains,n1
f1617,contains,n2
f1617,contains,n3
f1618,contains,n1
f1618,contains,n2
f1618,contains,n3
f1619,contains,n1
f1619,contains,n2
f1619,contains,n3
f1620,contains,n1
f1620,contains,n2
f1620,contains,n3
f1621,contains,n1
f1621,contains,n2
f1621,contains,n3
f1622,contains,n1
f1622,contains,n2
f1622,contains,n3
f1623,contains,n1
f1623,contains,n2
f1623,contains,n3
f1624,contains,n1
f1624,contains,n2
f1624,contains,n3
f1625,contains,n1
f1625,contains,n2
f1625,contains,n3
f1626,contains,n1
f1626,contains,n2
f1626,contains,n3
f1627,contains,n1
f1627,contains,n2
f1627,contains,n3
f1628,contains,n1
f1628,contains,n2
f1628,contains,n3
f1629,contains,n1
f1629,contains,n2
f1629,contains,n3
f1630,contains,n1
f1630,contains,n2
f1630,contains,n3
f1631,contains,n1
f1631,contains,n2
f1631,contains,n3
f1632,contains,n1
f1632,contains,n2
f1632,contains,n3
f1633,contains,n1
f1633,contains,n2
f1633,contains,n3
f1634,contains,n1
f1634,contains,n2
f1634,contains,n3
f1635,contains,n1
f1635,contains,n2
f1635,contains,n3
f1636,contains,n1
f1636,contains,n2
f1636,contains,n3
f1637,contains,n1
f1637,contains,n2
f1637,contains,n3
f1638,contains,n1
f1638,contains,n2
f1638,contains,n3
f1639,contains,n1
f1639,contains,n2
f1639,contains,n3
f1640,contains,n1
f1640,contains,n2
f1640,contains,n3
f1641,contains,n1
f1641,contains,n2
f1641,contains,n3
f1642,contains,n1
f1642,contains,n2
f1642,contains,n3
f1643,contains,n1
f1643,contains,n2
f1643,contains,n3
f1644,contains,n1
f1644,contains,n2
f1644,contains,n3
f1645,contains,n1
f1645,contains,n2
f1645,contains,n3
f1646,contains,n1
f1646,contains,n2
f1646,contains,n3
f1647,contains,n1
f1647,contains,n2
f1647,contains,n3
f1648,contains,n1
f1648,contains,n2
f1648,contains,n3
f1649,contains,n1
f1649,contains,n2
f1649,contains,n3
f1650,contains,n1
f1650,contains,n2
f1650,contains,n3
f1651,contains,n1
f1651,contains,n2
f1651,contains,n3
f1652,contains,n1
f1652,contains,n2
f1652,contains,n3
f1653,contains,n1
f1653,contains,n2
f1653,contains,n3
f1654,contains,n1
f1654,contains,n2
f1654,contains,n3
f1655,contains,n1
f1655,contains,n2
f1655,contains,n3
f1656,contains,n1
f1656,contains,n2
f1656,contains,n3
f1657,contains,n1
f1657,contains,n2
f1657,contains,n3
f1658,contains,n1
f1658,contains,n2
f1658,contains,n3
f1659,contains,n1
f1659,contains,n2
f1659,contains,n3
f1660,contains,n1
f1660,contains,n2
f1660,contains,n3
f1661,contains,n1
f1661,contains,n2
f1661,contains,n3
f1662,contains,n1
f1662,contains,n2
f1662,contains,n3
f1663,contains,n1
f1663,contains,n2
f1663,contains,n3
f1664,contains,n1
f1664,contains,n2
f1664,contains,n3
f1665,contains,n1
f1665,contains,n2
f1665,contains,n3
f1666,contains,n1
f1666,contains,n2
f1666,contains,n3
f1667,contains,n1
f1667,contains,n2
f1667,contains,n3
f1668,contains,n1
f1668,contains,n2
f1668,contains,n3
f1669,contains,n1
f1669,contains,n2
f1669,contains,n3
f1670,contains,n1
f1670,contains,n2
f1670,contains,n3
f1671,contains,n1
f1671,contains,n2
f1671,contains,n3
f1672,contains,n1
f1672,contains,n2
f1672,contains,n3
f1673,contains,n1
f1673,contains,n2
f1673,contains,n3
f1674,contains,n1
f1674,contains,n2
f1674,contains,n3
f1675,contains,n1
f1675,contains,n2
f1675,contains,n3
f1676,contains,n1
f1676,contains,n2
f1676,contains,n3
f1677,contains,n1
f1677,contains,n2
f1677,contains,n3
f1678,contains,n1
f1678,contains,n2
f1678,contains,n3
f1679,contains,n1
f1679,contains,n2
f1679,contains,n3
f1680,contains,n1
f1680,contains,n2
f1680,contains,n3
f1681,contains,n1
f1681,contains,n2
f1681,contains,n3
f1682,contains,n1
f1682,contains,n2
f1682,contains,n3
f1683,contains,n1
f1683,contains,n2
f1683,contains,n3
f1684,contains,n1
f1684,contains,n2
f1684,contains,n3
f1685,contains,n1
f1685,contains,n2
f1685,contains,n3
f1686,contains,n1
f1686,contains,n2
f1686,contains,n3
f1687,contains,n1
f1687,contains,n2
f1687,contains,n3
f1688,contains,n1
f1688,contains,n2
f1688,contains,n3
f1689,contains,n1
f1689,contains,n2
f1689,contains,n3
f1690,contains,n1
f1690,contains,n2
f1690,contains,n3
f1691,contains,n1
f1691,contains,n2
f1691,contains,n3
f1692,contains,n1
f1692,contains,n2
f1692,contains,n3
f1693,contains,n1
f1693,contains,n2
f1693,contains,n3
f1694,contains,n1
f1694,contains,n2
f1694,contains,n3
f1695,contains,n1
f1695,contains,n2
f1695,contains,n3
f1696,contains,n1
f1696,contains,n2
f1696,contains,n3
f1697,contains,n1
f1697,contains,n2
f1697,contains,n3
f1698,contains,n1
f1698,contains,n2
f1698,contains,n3
f1699,contains,n1
f1699,contains,n2
f1699,contains,n3
f1700,contains,n1
f1700,contains,n2
f1700,contains,n3
f1701,contains,n1
f1701,contains,n2
f1701,contains,n3
f1702,contains,n1
f1702,contains,n2
f1702,contains,n3
f1703,contains,n1
f1703,contains,n2
f1703,contains,n3
f1704,contains,n1
f1704,contains,n2
f1704,contains,n3
f1705,contains,n1
f1705,contains,n2
f1705,contains,n3
f1706,contains,n1
f1706,contains,n2
f1706,contains,n3
f1707,contains,n1
f1707,contains,n2
f1707,contains,n3
f1708,contains,n1
f1708,contains,n2
f1708,contains,n3
f1709,contains,n1
f1709,contains,n2
f1709,contains,n3
f1710,contains,n1
f1710,contains,n2
f1710,contains,n3
f1711,contains,n1
f1711,contains,n2
f1711,contains,n3
f1712,contains,n1
f1712,contains,n2
f1712,contains,n3
f1713,contains,n1
f1713,contains,n2
f1713,contains,n3
f1714,contains,n1
f1714,contains,n2
f1714,contains,n3
f1715,contains,n1
f1715,contains,n2
f1715,contains,n3
f1716,contains,n1
f1716,contains,n2
f1716,contains,n3
f1717,contains,n1
f1717,contains,n2
f1717,contains,n3
f1718,contains,n1
f1718,contains,n2
f1718,contains,n3
f1719,contains,n1
f1719,contains,n2
f1719,contains,n3
f1720,contains,n1
f1720,contains,n2
f1720,contains,n3
f1721,contains,n1
f1721,contains,n2
f1721,contains,n3
f1722,contains,n1
f1722,contains,n2
f1722,contains,n3
f1723,contains,n1
f1723,contains,n2
f1723,contains,n3
f1724,contains,n1
f1724,contains,n2
f1724,contains,n3
f1725,contains,n1
f1725,contains,n2
f1725,contains,n3
f1726,contains,n1
f1726,contains,n2
f1726,contains,n3
f1727,contains,n1
f1727,contains,n2
f1727,contains,n3
f1728,contains,n1
f1728,contains,n2
f1728,contains,n3
f1729,contains,n1
f1729,contains,n2
f1729,contains,n3
f1730,contains,n1
f1730,contains,n2
f1730,contains,n3
f1731,contains,n1
f1731,contains,n2
f1731,contains,n3
f1732,contains,n1
f1732,contains,n2
f1732,contains,n3
f1733,contains,n1
f1733,contains,n2
f1733,contains,n3
f1734,contains,n1
f1734,contains,n2
f1734,contains,n3
f1735,contains,n1
f1735,contains,n2
f1735,contains,n3
f1736,contains,n1
f1736,contains,n2
f1736,contains,n3
f1737,contains,n1
f1737,contains,n2
f1737,contains,n3
f1738,contains,n1
f1738,contains,n2
f1738,contains,n3
f1739,contains,n1
f1739,contains,n2
f1739,contains,n3
f1740,contains,n1
f1740,contains,n2
f1740,contains,n3
f1741,contains,n1
f1741,contains,n2
f1741,contains,n3
f1742,contains,n1
f1742,contains,n2
f1742,contains,n3
f1743,contains,n1
f1743,contains,n2
f1743,contains,n3
f1744,contains,n1
f1744,contains,n2
f1744,contains,n3
f1745,contains,n1
f1745,contains,n2
f1745,contains,n3
f1746,contains,n1
f1746,contains,n2
f1746,contains,n3
f1747,contains,n1
f1747,contains,n2
f1747,contains,n3
f1748,contains,n1
f1748,contains,n2
f1748,contains,n3
f1749,contains,n1
f1749,contains,n2
f1749,contains,n3
f1750,contains,n1
f1750,contains,n2
f1750,contains,n3
f1751,contains,n1
f1751,contains,n2
f1751,contains,n3
f1752,contains,n1
f1752,contains,n2
f1752,contains,n3
f1753,contains,n1
f1753,contains,n2
f1753,contains,n3
f1754,contains,n1
f1754,contains,n2
f1754,contains,n3
f1755,contains,n1
f1755,contains,n2
f1755,contains,n3
f1756,contains,n1
f1756,contains,n2
f1756,contains,n3
f1757,contains,n1
f1757,contains,n2
f1757,contains,n3
f1758,contains,n1
f1758,contains,n2
f1758,contains,n3
f1759,contains,n1
f1759,contains,n2
f1759,contains,n3
f1760,contains,n1
f1760,contains,n2
f1760,contains,n3
f1761,contains,n1
f1761,contains,n2
f1761,contains,n3
f1762,contains,n1
f1762,contains,n2
f1762,contains,n3
f1763,contains,n1
f1763,contains,n2
f1763,contains,n3
f1764,contains,n1
f1764,contains,n2
f1764,contains,n3
f1765,contains,n1
f1765,contains,n2
f1765,contains,n3
f1766,contains,n1
f1766,contains,n2
f1766,contains,n3
f1767,contains,n1
f1767,contains,n2
f1767,contains,n3
f1768,contains,n1
f1768,contains,n2
f1768,contains,n3
f1769,contains,n1
f1769,contains,n2
f1769,contains,n3
f1770,contains,n1
f1770,contains,n2
f1770,contains,n3
f1771,contains,n1
f1771,contains,n2
f1771,contains,n3
f1772,contains,n1
f1772,contains,n2
f1772,contains,n3
f1773,contains,n1
f1773,contains,n2
f1773,contains,n3
f1774,contains,n1
f1774,contains,n2
f1774,contains,n3
f1775,contains,n1
f1775,contains,n2
f1775,contains,n3
f1776,contains,n1
f1776,contains,n2
f1776,contains,n3
f1777,contains,n1
f1777,contains,n2
f1777,contains,n3
f1778,contains,n1
f1778,contains,n2
f1778,contains,n3
f1779,contains,n1
f1779,contains,n2
f1779,contains,n3
f1780,contains,n1
f1780,contains,n2
f1780,contains,n3
f1781,contains,n1
f1781,contains,n2
f1781,contains,n3
f1782,contains,n1
f1782,contains,n2
f1782,contains,n3
f1783,contains,n1
f1783,contains,n2
f1783,contains,n3
f1784,contains,n1
f1784,contains,n2
f1784,contains,n3
f1785,contains,n1
f1785,contains,n2
f1785,contains,n3
f1786,contains,n1
f1786,contains,n2
f1786,contains,n3
f1787,contains,n1
f1787,contains,n2
f1787,contains,n3
f1788,contains,n1
f1788,contains,n2
f1788,contains,n3
f1789,contains,n1
f1789,contains,n2
f1789,contains,n3
f1790,contains,n1
f1790,contains,n2
f1790,contains,n3
f1791,contains,n1
f1791,contains,n2
f1791,contains,n3
f1792,contains,n1
f1792,contains,n2
f1792,contains,n3
f1793,contains,n1
f1793,contains,n2
f1793,contains,n3
f1794,contains,n1
f1794,contains,n2
f1794,contains,n3
f1795,contains,n1
f1795,contains,n2
f1795,contains,n3
f1796,contains,n1
f1796,contains,n2
f1796,contains,n3
f1797,contains,n1
f1797,contains,n2
f1797,contains,n3
f1798,contains,n1
f1798,contains,n2
f1798,contains,n3
f1799,contains,n1
f1799,contains,n2
f1799,contains,n3
f1800,contains,n1
f1800,contains,n2
f1800,contains,n3
f1801,contains,n1
f1801,contains,n2
f1801,contains,n3
f1802,contains,n1
f1802,contains,n2
f1802,contains,n3
f1803,contains,n1
f1803,contains,n2
f1803,contains,n3
f1804,contains,n1
f1804,contains,n2
f1804,contains,n3
f1805,contains,n1
f1805,contains,n2
f1805,contains,n3
f1806,contains,n1
f1806,contains,n2
f1806,contains,n3
f1807,contains,n1
f1807,contains,n2
f1807,contains,n3
f1808,contains,n1
f1808,contains,n2
f1808,contains,n3
f1809,contains,n1
f1809,contains,n2
f1809,contains,n3
f1810,contains,n1
f1810,contains,n2
f1810,contains,n3
f1811,contains,n1
f1811,contains,n2
f1811,contains,n3
f1812,contains,n1
f1812,contains,n2
f1812,contains,n3
f1813,contains,n1
f1813,contains,n2
f1813,contains,n3
f1814,contains,n1
f1814,contains,n2
f1814,contains,n3
f1815,contains,n1
f1815,contains,n2
f1815,contains,n3
f1816,contains,n1
f1816,contains,n2
f1816,contains,n3
f1817,contains,n1
f1817,contains,n2
f1817,contains,n3
f1818,contains,n1
f1818,contains,n2
f1818,contains,n3
f1819,contains,n1
f1819,contains,n2
f1819,contains,n3
f1820,contains,n1
f1820,contains,n2
f1820,contains,n3
f1821,contains,n1
f1821,contains,n2
f1821,contains,n3
f1822,contains,n1
f1822,contains,n2
f1822,contains,n3
f1823,contains,n1
f1823,contains,n2
f1823,contains,n3
f1824,contains,n1
f1824,contains,n2
f1824,contains,n3
f1825,contains,n1
f1825,contains,n2
f1825,contains,n3
f1826,contains,n1
f1826,contains,n2
f1826,contains,n3
f1827,contains,n1
f1827,contains,n2
f1827,contains,n3
f1828,contains,n1
f1828,contains,n2
f1828,contains,n3
f1829,contains,n1
f1829,contains,n2
f1829,contains,n3
f1830,contains,n1
f1830,contains,n2
f1830,contains,n3
f1831,contains,n1
f1831,contains,n2
f1831,contains,n3
f1832,contains,n1
f1832,contains,n2
f1832,contains,n3
f1833,contains,n1
f1833,contains,n2
