food_id,food_item,calories,carbs,protein,fat,glycemic_index,meal_type,culture,estimated_weight_g
f2204,Rice with mung beans and carrot,1048.279159,92.5,50.4,49.6,69,Breakfast,Sri Lankan,806
f2205,Wheat with lentils and onion,928.7762906,111.2,64.1,22.1,62,Breakfast,Sri Lankan,714
f2206,Millet with lentils and cucumber,836.5200765,137,22.6,17.7,49,Lunch,Sri Lankan,643
f2207,Millet with chicken and carrot,1518.881453,141.1,41.7,85.5,45,Snack,Sri Lankan,1168
f2208,Bread with fish and onion,1614.005736,90.9,58,112.6,53,Breakfast,Sri Lankan,1242
f2209,Millet with chicken and onion,1168.021033,130.4,56.7,43.5,57,Lunch,Sri Lankan,898
f2210,Millet with chicken and onion,776.290631,76.8,38.9,33.2,70,Breakfast,Sri Lankan,597
f2211,Kurakkan with tofu and tomato,713.1931166,48.7,39.2,39,58,Lunch,Sri Lankan,549
f2212,Kurakkan with mung beans and carrot,811.4244742,89.7,20.2,40.7,55,Snack,Sri Lankan,624
f2213,Bread with chicken and cabbage,1134.321224,40.3,39.9,90.1,51,Dinner,Sri Lankan,873
f2214,Wheat with fish and onion,1423.996176,87,20.3,110.4,66,Dinner,Sri Lankan,1095
f2215,Bread with tofu and carrot,729.9235182,81.5,37.1,25.3,49,Snack,Sri Lankan,561
f2216,Kurakkan with egg and tomato,306.8833652,38,17.4,8.1,70,Dinner,Sri Lankan,236
f2217,Wheat with egg and onion,1442.638623,143.3,50.4,72.4,56,Dinner,Sri Lankan,1110
f2218,Millet with beef and carrot,1044.455067,37.4,33.7,84.5,58,Breakfast,Sri Lankan,803
f2219,Rice with beef and carrot,735.6596558,21.1,83.4,33.6,58,Lunch,Sri Lankan,566
f2220,Bread with beef and cabbage,1361.615679,30,63.3,109.4,56,Lunch,Sri Lankan,1047
f2221,Bread with fish and cabbage,1764.57935,101.3,32.9,135.2,50,Snack,Sri Lankan,1357
f2222,Kurakkan with egg and cucumber,956.7399618,14.4,26.1,88.9,68,Breakfast,Sri Lankan,736
f2223,Rice with beef and onion,863.5277247,39.3,72.1,44.7,54,Lunch,Sri Lankan,664
f2224,Kurakkan with lentils and cucumber,324.5697897,41.4,15.8,7.7,65,Snack,Sri Lankan,250
f2225,Bread with beef and cabbage,1116.873805,82.9,72.7,54,70,Snack,Sri Lankan,859
f2226,Wheat with fish and cabbage,1534.416826,101.1,23.9,114.8,62,Snack,Sri Lankan,1180
f2227,Rice with fish and tomato,850.8604207,110.7,42.8,24.1,68,Lunch,Sri Lankan,655
f2228,Rice with beef and tomato,849.1873805,122.2,38.3,20.5,64,Lunch,Sri Lankan,653
f2229,Millet with lentils and onion,1576.720841,99.1,25.7,119.4,68,Dinner,Sri Lankan,1213
f2230,Wheat with beef and cucumber,637.9063098,77,51.7,10.2,70,Lunch,Sri Lankan,491
f2231,Rice with beef and beans,876.4340344,86.2,62.2,31.1,66,Lunch,Sri Lankan,674
f2232,Wheat with mung beans and onion,995.458891,166.3,21.2,25,67,Snack,Sri Lankan,766
f2233,Rice with egg and beans,530.83174,63.7,27.8,17,63,Dinner,Sri Lankan,408
f2234,Kurakkan with beef and carrot,489.0057361,11.3,58.4,21.8,56,Snack,Sri Lankan,376
f2235,Millet with mung beans and tomato,825.0478011,91.1,46.2,27.9,60,Dinner,Sri Lankan,635
f2236,Rice with lentils and cabbage,1215.105163,77.9,18.2,91.2,58,Breakfast,Sri Lankan,935
f2237,Bread with tofu and tomato,1356.118547,170.2,43.5,50.6,48,Dinner,Sri Lankan,1043
f2238,Kurakkan with mung beans and tomato,1200.764818,64.2,4.9,103.9,57,Snack,Sri Lankan,924
f2239,Bread with chicken and tomato,1509.321224,143.4,59.9,77.6,47,Breakfast,Sri Lankan,1161
f2240,Kurakkan with egg and beans,709.1300191,37.2,33.2,44.6,67,Snack,Sri Lankan,545
f2241,Kurakkan with lentils and cucumber,1020.793499,27.4,18.8,92.6,54,Snack,Sri Lankan,785
f2242,Rice with chicken and cabbage,901.0516252,90.2,44.2,38.7,64,Breakfast,Sri Lankan,693
f2243,Kurakkan with chicken and carrot,1604.445507,84.6,19.4,133.5,70,Dinner,Sri Lankan,1234
f2244,Kurakkan with fish and carrot,1225.143403,25,19.9,116.3,53,Dinner,Sri Lankan,942
f2245,Rice with fish and cabbage,1996.175908,60.9,16.2,189.1,64,Dinner,Sri Lankan,1536
f2246,Kurakkan with tofu and cucumber,905.83174,68.5,42.1,50.6,62,Breakfast,Sri Lankan,697
f2247,Wheat with beef and onion,1584.847036,129.8,25.3,105.4,70,Breakfast,Sri Lankan,1219
f2248,Millet with beef and onion,583.1739962,68.7,27,20.5,47,Breakfast,Sri Lankan,449
f2249,Bread with beef and carrot,933.0783939,96.9,40.9,39.3,70,Dinner,Sri Lankan,718
f2250,Kurakkan with fish and cucumber,417.3040153,25.9,43.6,13.9,65,Breakfast,Sri Lankan,321
f2251,Rice with lentils and cabbage,668.499044,76.5,29.9,24.1,56,Dinner,Sri Lankan,514
f2252,Rice with fish and cabbage,936.4244742,126.3,49.6,25.2,64,Dinner,Sri Lankan,720
f2253,Millet with mung beans and onion,1799.235182,78.8,48.9,142.1,48,Lunch,Sri Lankan,1384
f2254,Bread with fish and carrot,1977.055449,125.2,44.9,143.2,54,Breakfast,Sri Lankan,1521
f2255,Wheat with beef and beans,831.500956,101,52.1,22.2,48,Lunch,Sri Lankan,640
f2256,Wheat with chicken and beans,1142.92543,136,42.3,37.7,62,Dinner,Sri Lankan,879
f2257,Bread with mung beans and carrot,1239.005736,64.1,14.3,102.4,63,Breakfast,Sri Lankan,953
f2258,Wheat with chicken and beans,1114.244742,176.5,31.7,29.1,49,Breakfast,Sri Lankan,857
f2259,Bread with beef and carrot,925.9082218,104.7,62.6,27.5,58,Snack,Sri Lankan,712
f2260,Bread with chicken and onion,1092.256214,64.2,27.9,79.3,54,Breakfast,Sri Lankan,840
f2261,Bread with chicken and tomato,1076.720841,87.5,63.6,50.6,55,Breakfast,Sri Lankan,828
f2262,Kurakkan with egg and carrot,1125,75.1,9.2,87.9,63,Dinner,Sri Lankan,865
f2263,Rice with mung beans and onion,1000.478011,39.3,18.2,85.7,61,Lunch,Sri Lankan,770
f2264,Bread with fish and tomato,983.2695985,116.3,54.2,31.5,59,Lunch,Sri Lankan,756
f2265,Wheat with egg and onion,1423.279159,37.1,38.6,124.8,64,Dinner,Sri Lankan,1095
f2266,Rice with lentils and onion,541.3479924,59.8,24.5,20.2,60,Breakfast,Sri Lankan,416
f2267,Millet with egg and tomato,1242.590822,135.5,48,53.2,47,Snack,Sri Lankan,956
f2268,Kurakkan with tofu and cucumber,324.5697897,36.6,18.7,10.7,63,Lunch,Sri Lankan,250
f2269,Millet with fish and carrot,963.1931166,143.4,33.8,27.1,50,Breakfast,Sri Lankan,741
f2270,Bread with egg and beans,1117.112811,32.7,34.1,94.9,50,Breakfast,Sri Lankan,859
f2271,Kurakkan with beef and tomato,1226.577438,23.4,39.9,108.6,66,Lunch,Sri Lankan,944
f2272,Kurakkan with beef and cabbage,1152.963671,63.1,20.4,90.8,50,Dinner,Sri Lankan,887
f2273,Millet with chicken and cabbage,1114.961759,142.1,48.7,35.8,54,Dinner,Sri Lankan,858
f2274,Millet with egg and carrot,794.6940727,93.1,27.2,33.9,69,Lunch,Sri Lankan,611
f2275,Millet with egg and cabbage,752.1510516,81,52.1,21.3,58,Breakfast,Sri Lankan,579
f2276,Millet with beef and cucumber,826.2428298,23.7,98.5,36.7,59,Lunch,Sri Lankan,636
f2277,Wheat with lentils and tomato,1547.801147,103.3,42.3,104.5,59,Snack,Sri Lankan,1191
f2278,Kurakkan with egg and onion,581.9789675,51.2,23.5,30.2,54,Breakfast,Sri Lankan,448
f2279,Millet with egg and carrot,1537.284895,69.1,23.8,129.6,47,Dinner,Sri Lankan,1183
f2280,Rice with beef and carrot,739.2447419,66.5,36.1,34.7,63,Lunch,Sri Lankan,569
f2281,Bread with chicken and cucumber,796.8451243,62.7,50.6,35.8,63,Dinner,Sri Lankan,613
f2282,Bread with chicken and carrot,1022.944551,49.6,44.1,70.5,45,Lunch,Sri Lankan,787
f2283,Millet with beef and beans,669.9330784,33.5,48.4,38.1,45,Breakfast,Sri Lankan,515
f2284,Millet with tofu and onion,653.2026769,49.7,54.6,24.8,53,Lunch,Sri Lankan,502
f2285,Kurakkan with lentils and tomato,716.0611855,64.4,9,45.9,47,Lunch,Sri Lankan,551
f2286,Bread with chicken and tomato,775.8126195,67.7,52,30.1,68,Dinner,Sri Lankan,597
f2287,Kurakkan with egg and carrot,1212.237094,162.4,18.7,51.3,67,Snack,Sri Lankan,932
f2288,Wheat with chicken and cabbage,709.1300191,92.2,28.9,22.3,47,Dinner,Sri Lankan,545
f2289,Kurakkan with fish and tomato,1189.770554,134.2,37.2,55.5,63,Dinner,Sri Lankan,915
f2290,Bread with egg and onion,1367.829828,60.9,37.7,106.9,54,Breakfast,Sri Lankan,1052
f2291,Wheat with chicken and cabbage,1668.977055,92.5,54.8,120.4,50,Snack,Sri Lankan,1284
f2292,Wheat with egg and cucumber,973.4703633,111.2,63.2,22.9,47,Breakfast,Sri Lankan,749
f2293,Kurakkan with lentils and tomato,601.8164436,82.8,20,18.7,61,Dinner,Sri Lankan,463
f2294,Bread with tofu and onion,865.4397706,80.5,25.8,46.4,62,Dinner,Sri Lankan,666
f2295,Kurakkan with mung beans and tomato,1211.042065,14.3,24.7,118,63,Dinner,Sri Lankan,932
f2296,Bread with beef and carrot,1208.891013,49.3,54.5,87.8,45,Lunch,Sri Lankan,930
f2297,Kurakkan with chicken and cabbage,443.833652,5.9,43,25.9,68,Dinner,Sri Lankan,341
f2298,Rice with fish and onion,768.1644359,73.4,37.5,33.7,55,Dinner,Sri Lankan,591
f2299,Kurakkan with tofu and cabbage,698.8527725,85.1,21.3,28.7,45,Breakfast,Sri Lankan,538
f2300,Bread with beef and carrot,1870.697897,91.7,55.7,143.3,62,Lunch,Sri Lankan,1439
f2301,Kurakkan with fish and carrot,1121.414914,8.8,31.8,106.8,62,Lunch,Sri Lankan,863
f2302,Rice with tofu and tomato,852.2944551,97.2,32.8,34.2,49,Breakfast,Sri Lankan,656
f2303,Bread with lentils and carrot,710.3250478,78.1,57.9,16.2,70,Breakfast,Sri Lankan,546
f2304,Rice with beef and carrot,1243.068834,137.7,102.7,31.2,50,Breakfast,Sri Lankan,956
f2305,Millet with chicken and cucumber,463.6711281,54.3,29.3,12.9,58,Breakfast,Sri Lankan,357
f2306,Millet with egg and cucumber,1094.16826,154,36.4,34.2,67,Dinner,Sri Lankan,842
f2307,Millet with mung beans and tomato,734.4646272,80.8,45,22.6,67,Lunch,Sri Lankan,565
f2308,Rice with tofu and tomato,1201.003824,129.9,46.5,53.5,47,Lunch,Sri Lankan,924
f2309,Bread with mung beans and tomato,576.4818356,91.4,17.9,12.4,45,Dinner,Sri Lankan,443
f2310,Millet with chicken and onion,1143.164436,137,30.6,51.1,69,Dinner,Sri Lankan,879
f2311,Wheat with tofu and onion,1185.229446,181.5,49.5,26.4,64,Dinner,Sri Lankan,912
f2312,Rice with beef and cucumber,1281.787763,38.2,36.7,109.2,52,Dinner,Sri Lankan,986
f2313,Millet with egg and beans,805.210325,82.6,55.3,26.2,47,Breakfast,Sri Lankan,619
f2314,Bread with tofu and tomato,1214.627151,59.8,23.8,96.1,68,Lunch,Sri Lankan,934
f2315,Rice with fish and carrot,764.8183556,84,45.8,25.2,69,Breakfast,Sri Lankan,588
f2316,Kurakkan with mung beans and tomato,542.7820268,53.4,23.5,25.7,69,Snack,Sri Lankan,418
f2317,Millet with lentils and beans,856.3575526,95.3,53.6,25.5,47,Snack,Sri Lankan,659
f2318,Millet with chicken and tomato,1489.961759,110.7,38.6,96.7,46,Lunch,Sri Lankan,1146
f2319,Millet with egg and cucumber,750.7170172,89.5,44.3,20.3,49,Breakfast,Sri Lankan,577
f2320,Kurakkan with chicken and beans,1672.801147,31.3,47.3,151.4,58,Dinner,Sri Lankan,1287
f2321,Rice with mung beans and beans,634.5602294,50.8,39.5,29.2,62,Breakfast,Sri Lankan,488
f2322,Rice with fish and onion,948.1357553,159.6,29,19.4,61,Lunch,Sri Lankan,729
f2323,Wheat with chicken and cucumber,1246.892925,79.5,32.6,88.3,59,Breakfast,Sri Lankan,959
f2324,Rice with fish and onion,629.3021033,25.7,77,22.6,49,Snack,Sri Lankan,484
f2325,Rice with beef and onion,758.6042065,77.2,57.3,23.2,59,Lunch,Sri Lankan,584
f2326,Kurakkan with beef and beans,498.0879541,41,33.1,21,58,Breakfast,Sri Lankan,383
f2327,Bread with mung beans and beans,926.625239,142,23.3,27.1,56,Snack,Sri Lankan,713
f2328,Millet with chicken and beans,1263.862333,72.1,31.6,94.3,70,Snack,Sri Lankan,972
f2329,Kurakkan with tofu and cabbage,840.583174,47.4,34.5,56.4,70,Snack,Sri Lankan,647
f2330,Millet with egg and carrot,1536.567878,78.3,35.5,117.7,45,Dinner,Sri Lankan,1182
f2331,Millet with fish and cucumber,1644.120459,80.8,48,124.1,54,Breakfast,Sri Lankan,1265
f2332,Wheat with egg and beans,950.5258126,104.4,55.8,28.5,61,Lunch,Sri Lankan,731
f2333,Wheat with chicken and carrot,1064.292543,114.9,40.6,44.5,53,Snack,Sri Lankan,819
f2334,Wheat with egg and tomato,961.042065,68.8,44.9,53.4,63,Breakfast,Sri Lankan,739
f2335,Millet with lentils and carrot,1701.481836,109,25.2,123.9,55,Snack,Sri Lankan,1309
f2336,Kurakkan with tofu and beans,985.1816444,42.4,9,86.9,48,Snack,Sri Lankan,758
f2337,Kurakkan with chicken and onion,648.1835564,31.7,53.7,33,54,Dinner,Sri Lankan,499
f2338,Rice with lentils and tomato,580.3059273,63.5,32.2,19.7,48,Snack,Sri Lankan,446
f2339,Bread with beef and onion,1195.984704,41.1,30.5,100.7,52,Dinner,Sri Lankan,920
f2340,Wheat with fish and onion,612.5717017,47.7,43.1,19.8,49,Lunch,Sri Lankan,471
f2341,Wheat with egg and cabbage,1947.179732,160,25.2,132.4,59,Dinner,Sri Lankan,1498
f2342,Rice with tofu and onion,567.6386233,73.8,20,18.9,68,Lunch,Sri Lankan,437
f2343,Rice with lentils and cucumber,1048.279159,92.8,58.7,44.8,63,Lunch,Sri Lankan,806
f2344,Millet with fish and cucumber,934.5124283,108.5,51.6,29.7,49,Snack,Sri Lankan,719
f2345,Kurakkan with chicken and beans,869.2638623,13.6,25.7,80.1,68,Breakfast,Sri Lankan,669
f2346,Millet with mung beans and onion,741.3957935,134.3,12.1,17.6,50,Lunch,Sri Lankan,570
f2347,Bread with beef and tomato,715.1051625,60,42.2,32.7,55,Snack,Sri Lankan,550
f2348,Bread with chicken and tomato,914.6749522,70.4,36.4,50.1,62,Breakfast,Sri Lankan,704
f2349,Kurakkan with fish and cucumber,903.4416826,115.7,27.7,38.1,66,Lunch,Sri Lankan,695
f2350,Rice with mung beans and onion,554.4933078,45.9,28.9,27.9,65,Lunch,Sri Lankan,427
f2351,Wheat with fish and carrot,1647.227533,110.6,44.4,113.1,48,Lunch,Sri Lankan,1267
f2352,Rice with lentils and cabbage,648.9005736,70.8,28.7,24.5,48,Breakfast,Sri Lankan,499
f2353,Millet with mung beans and cabbage,917.3040153,76.4,36.4,48.1,70,Lunch,Sri Lankan,706
f2354,Millet with beef and cabbage,1415.630975,100.3,36.2,94.3,46,Snack,Sri Lankan,1089
f2355,Wheat with mung beans and beans,945.7456979,15.1,15.2,92.5,56,Lunch,Sri Lankan,727
f2356,Rice with fish and cucumber,1280.592734,59.8,25.5,104.8,45,Breakfast,Sri Lankan,985
f2357,Millet with egg and carrot,1038.240918,93.9,32.8,58.8,63,Lunch,Sri Lankan,799
f2358,Millet with fish and cucumber,728.0114723,54,49,35,64,Lunch,Sri Lankan,560
f2359,Millet with lentils and onion,639.3403442,68.1,25.3,26.7,52,Snack,Sri Lankan,492
f2360,Millet with lentils and cabbage,1696.701721,126.9,32.8,115.3,45,Snack,Sri Lankan,1305
f2361,Kurakkan with mung beans and onion,1017.208413,44.1,18.5,85.6,69,Snack,Sri Lankan,782
f2362,Millet with beef and onion,1660.611855,50.2,45.4,142.7,62,Breakfast,Sri Lankan,1277
f2363,Kurakkan with fish and cabbage,807.1223709,89,22.4,38.1,66,Dinner,Sri Lankan,621
f2364,Kurakkan with mung beans and cabbage,483.9866157,48.5,16.7,23.3,46,Snack,Sri Lankan,372
f2365,Kurakkan with fish and onion,662.5239006,20.9,72.3,31.2,48,Dinner,Sri Lankan,510
f2366,Rice with tofu and tomato,1152.246654,35.2,28.9,99.4,54,Dinner,Sri Lankan,886
f2367,Wheat with lentils and cucumber,781.3097514,72,46.5,31,45,Dinner,Sri Lankan,601
f2368,Bread with lentils and onion,1003.107075,110.4,50.5,38,60,Lunch,Sri Lankan,772
f2369,Kurakkan with beef and onion,1001.195029,7.6,30.7,94.9,58,Lunch,Sri Lankan,770
f2370,Millet with egg and beans,1626.912046,107.3,32.8,117.5,57,Dinner,Sri Lankan,1251
f2371,Wheat with lentils and onion,859.4646272,72.8,35.3,45.7,59,Dinner,Sri Lankan,661
f2372,Millet with beef and carrot,952.6768642,128.4,39.5,29.7,57,Dinner,Sri Lankan,733
f2373,Rice with tofu and beans,809.2734226,124,34,17.5,51,Lunch,Sri Lankan,623
f2374,Bread with mung beans and cabbage,583.6520076,58.1,46.7,16.8,63,Dinner,Sri Lankan,449
f2375,Bread with mung beans and tomato,818.5946463,95.3,46.4,23.9,65,Dinner,Sri Lankan,630
f2376,Rice with beef and carrot,2000.717017,79.4,44.2,168.1,48,Breakfast,Sri Lankan,1539
f2377,Rice with egg and tomato,1464.866157,78.5,21.8,118.6,45,Dinner,Sri Lankan,1127
f2378,Bread with fish and tomato,852.0554493,62.7,49.6,39.7,64,Snack,Sri Lankan,655
f2379,Wheat with tofu and cabbage,942.1606119,129.2,38.3,28.3,47,Lunch,Sri Lankan,725
f2380,Wheat with mung beans and tomato,787.7629063,81.4,26.1,36.3,63,Lunch,Sri Lankan,606
f2381,Rice with tofu and cabbage,776.7686424,53.8,38.5,42.8,50,Snack,Sri Lankan,598
f2382,Wheat with mung beans and cabbage,574.3307839,80.2,13.4,19.9,52,Snack,Sri Lankan,442
f2383,Kurakkan with lentils and cabbage,632.4091778,37.7,45.6,30,56,Dinner,Sri Lankan,486
f2384,Millet with tofu and cucumber,525.334608,70.6,27.2,13.1,46,Snack,Sri Lankan,404
f2385,Millet with beef and cucumber,1532.50478,69.7,54.2,113.5,57,Dinner,Sri Lankan,1179
f2386,Millet with beef and tomato,1057.361377,106.8,46.7,45.5,53,Snack,Sri Lankan,813
f2387,Wheat with beef and beans,1007.409178,76.1,44.1,57.2,52,Lunch,Sri Lankan,775
f2388,Rice with chicken and cabbage,1427.581262,167.9,43.6,63.8,46,Lunch,Sri Lankan,1098
f2389,Bread with tofu and cabbage,1301.625239,75.6,30.4,94.6,67,Dinner,Sri Lankan,1001
f2390,Kurakkan with beef and beans,1334.608031,31.8,48.4,113.6,53,Snack,Sri Lankan,1027
f2391,Rice with tofu and beans,1256.453155,200.6,40.7,30.4,62,Lunch,Sri Lankan,967
f2392,Rice with fish and carrot,999.2829828,87.3,66,39.5,52,Breakfast,Sri Lankan,769
f2393,Wheat with lentils and tomato,1082.217973,115.4,55.2,41.8,66,Breakfast,Sri Lankan,832
f2394,Bread with tofu and beans,814.292543,111.6,30.4,24.7,63,Breakfast,Sri Lankan,626
f2395,Wheat with mung beans and onion,1365.678776,68.4,27.2,107.2,57,Dinner,Sri Lankan,1051
f2396,Bread with mung beans and onion,623.5659656,70.9,28.6,23.3,51,Snack,Sri Lankan,480
f2397,Rice with beef and carrot,982.791587,78.8,74.9,39.9,68,Lunch,Sri Lankan,756
f2398,Wheat with tofu and beans,1449.808795,48.7,23.9,129.5,48,Snack,Sri Lankan,1115
f2399,Millet with chicken and cabbage,1028.202677,126.5,53.2,30.8,54,Dinner,Sri Lankan,791
f2400,Bread with beef and onion,1448.374761,137.4,76.1,61.7,55,Snack,Sri Lankan,1114
f2401,Kurakkan with egg and beans,652.9636711,25.5,56,33.5,63,Breakfast,Sri Lankan,502
f2402,Bread with fish and tomato,654.6367113,51.1,50.3,26,47,Breakfast,Sri Lankan,504
f2403,Wheat with fish and tomato,935.2294455,124.1,51.2,22.6,51,Lunch,Sri Lankan,719
f2404,Wheat with mung beans and beans,1418.499044,52.6,39,116.8,50,Dinner,Sri Lankan,1091
f2405,Wheat with beef and beans,1618.546845,37.7,70.4,130.4,66,Snack,Sri Lankan,1245
f2406,Rice with mung beans and carrot,1149.617591,62.9,42.8,78.8,50,Breakfast,Sri Lankan,884
f2407,Rice with tofu and cucumber,1607.07457,119.2,32.2,111.9,64,Lunch,Sri Lankan,1236
f2408,Bread with beef and beans,1428.298279,87,43.3,97.9,57,Snack,Sri Lankan,1099
f2409,Kurakkan with tofu and onion,678.2982792,44.7,52.6,30,56,Breakfast,Sri Lankan,522
f2410,Rice with tofu and cucumber,943.833652,121.3,56,22.6,63,Breakfast,Sri Lankan,726
f2411,Bread with fish and onion,1039.674952,94.5,54.4,46.8,70,Lunch,Sri Lankan,800
f2412,Bread with egg and onion,1319.311663,134.2,46,64.1,60,Snack,Sri Lankan,1015
f2413,Rice with fish and cabbage,720.6022945,76.1,34.3,27.3,50,Breakfast,Sri Lankan,554
f2414,Millet with lentils and tomato,601.5774379,70,30.3,19.9,66,Lunch,Sri Lankan,463
f2415,Wheat with egg and cucumber,838.4321224,66.6,77.7,28,66,Lunch,Sri Lankan,645
f2416,Millet with chicken and carrot,1364.005736,70.2,25.5,107.8,57,Dinner,Sri Lankan,1049
f2417,Millet with tofu and tomato,1951.481836,81.7,27.6,167.3,54,Dinner,Sri Lankan,1501
f2418,Rice with egg and beans,1020.076482,115.1,31.6,44.2,59,Snack,Sri Lankan,785
f2419,Kurakkan with beef and onion,909.8948375,55.8,54.6,51.2,56,Dinner,Sri Lankan,700
f2420,Millet with fish and onion,850.1434034,74.1,62.9,30.2,45,Lunch,Sri Lankan,654
f2421,Wheat with fish and cabbage,868.5468451,140.2,32.2,17,51,Snack,Sri Lankan,668
f2422,Millet with chicken and carrot,845.3632887,107.8,31.4,29.5,54,Breakfast,Sri Lankan,650
f2423,Rice with fish and cucumber,850.8604207,46.1,65.3,43.5,57,Lunch,Sri Lankan,655
f2424,Bread with lentils and cabbage,1385.994264,43.8,31.7,120.5,65,Snack,Sri Lankan,1066
f2425,Kurakkan with mung beans and cucumber,413.4799235,62.7,10.4,11.8,52,Snack,Sri Lankan,318
f2426,Bread with lentils and cucumber,809.0344168,111.7,29.2,23.6,54,Lunch,Sri Lankan,622
f2427,Millet with lentils and tomato,1588.193117,90.2,28.9,122.9,70,Snack,Sri Lankan,1222
f2428,Kurakkan with mung beans and tomato,1070.984704,27.3,7.5,104.7,61,Snack,Sri Lankan,824
f2429,Millet with fish and cucumber,851.3384321,124.3,40.6,17.3,62,Lunch,Sri Lankan,655
f2430,Kurakkan with fish and cucumber,987.332696,43,54.6,65.7,47,Dinner,Sri Lankan,759
f2431,Bread with beef and beans,815.248566,31.8,59.1,48.9,57,Dinner,Sri Lankan,627
f2432,Wheat with lentils and beans,1493.785851,139,24.6,92.1,50,Lunch,Sri Lankan,1149
f2433,Wheat with beef and beans,1575.764818,79.2,57,110.2,65,Lunch,Sri Lankan,1212
f2434,Bread with beef and tomato,995.2198853,136.8,38.7,31.4,55,Lunch,Sri Lankan,766
f2435,Bread with beef and tomato,1175.43021,49,27.7,95.6,56,Dinner,Sri Lankan,904
f2436,Millet with egg and onion,1741.395793,113.8,35.2,127.1,61,Breakfast,Sri Lankan,1340
f2437,Bread with mung beans and onion,1200.764818,58.4,27,95.6,54,Dinner,Sri Lankan,924
f2438,Wheat with lentils and cabbage,1284.894837,91.7,20.9,92.1,60,Dinner,Sri Lankan,988
f2439,Rice with egg and beans,1244.741874,64.6,46,88.2,58,Lunch,Sri Lankan,957
f2440,Wheat with beef and onion,1420.172084,105.4,86.8,68.4,56,Snack,Sri Lankan,1092
f2441,Wheat with fish and cucumber,747.6099426,109.9,33.5,17.1,65,Lunch,Sri Lankan,575
f2442,Wheat with tofu and onion,1089.627151,155,37.4,33.9,61,Breakfast,Sri Lankan,838
f2443,Kurakkan with fish and onion,594.16826,67.6,31.2,20.5,70,Dinner,Sri Lankan,457
f2444,Rice with lentils and carrot,908.6998088,102.6,59.3,26,61,Snack,Sri Lankan,699
f2445,Millet with egg and cucumber,791.1089866,83.5,50.9,25.8,51,Dinner,Sri Lankan,609
f2446,Kurakkan with mung beans and beans,605.1625239,45.5,30.9,34.6,69,Snack,Sri Lankan,466
f2447,Kurakkan with mung beans and cucumber,884.7992352,21.5,12.1,84,54,Lunch,Sri Lankan,681
f2448,Rice with beef and tomato,1540.630975,123.6,15.4,109,54,Snack,Sri Lankan,1185
f2449,Wheat with beef and onion,570.7456979,31.1,54.1,24.5,60,Dinner,Sri Lankan,439
f2450,Kurakkan with tofu and beans,594.6462715,51.3,47.1,21.2,49,Breakfast,Sri Lankan,457
f2451,Wheat with mung beans and onion,1585.325048,105.7,22,118.6,51,Dinner,Sri Lankan,1219
f2452,Rice with chicken and cabbage,1701.003824,115.5,40.5,119.5,65,Dinner,Sri Lankan,1308
f2453,Rice with egg and tomato,1815.726577,90.8,44.4,142.2,49,Dinner,Sri Lankan,1397
f2454,Millet with egg and beans,665.6309751,57.8,33.9,31.9,61,Snack,Sri Lankan,512
f2455,Bread with mung beans and beans,926.8642447,124.4,26.9,34.7,56,Breakfast,Sri Lankan,713
f2456,Kurakkan with mung beans and onion,1333.652008,53.3,18.7,116.6,64,Dinner,Sri Lankan,1026
f2457,Millet with fish and tomato,1635.038241,120.7,47.9,105,46,Dinner,Sri Lankan,1258
f2458,Rice with fish and beans,875.4780115,66.9,53,42.3,67,Snack,Sri Lankan,673
f2459,Wheat with lentils and cabbage,1095.8413,163.2,29.4,33.3,52,Lunch,Sri Lankan,843
f2460,Wheat with egg and cabbage,1046.367113,151.4,26.8,32.8,57,Dinner,Sri Lankan,805
f2461,Bread with lentils and carrot,1274.617591,109.6,23.4,79.7,54,Lunch,Sri Lankan,980
f2462,Millet with egg and carrot,719.16826,123.3,28.5,8,54,Lunch,Sri Lankan,553
f2463,Wheat with lentils and carrot,1237.332696,159.7,44.8,43.9,48,Lunch,Sri Lankan,952
f2464,Kurakkan with chicken and tomato,1294.216061,38.6,43.6,107.6,69,Breakfast,Sri Lankan,996
f2465,Kurakkan with tofu and cucumber,501.4340344,15.7,57.3,22,51,Snack,Sri Lankan,386
f2466,Millet with mung beans and tomato,1458.413002,81.3,23.4,113.9,69,Dinner,Sri Lankan,1122
f2467,Bread with egg and beans,1278.441683,52.3,40.8,99.7,60,Snack,Sri Lankan,983
f2468,Millet with tofu and tomato,1489.961759,123.6,29.4,95,64,Snack,Sri Lankan,1146
f2469,Millet with egg and cucumber,1378.34608,91.7,40.7,91.7,56,Breakfast,Sri Lankan,1060
f2470,Rice with tofu and cucumber,849.665392,59.2,24.8,55.7,54,Snack,Sri Lankan,654
f2471,Rice with chicken and carrot,972.5143403,174.2,22,17.8,48,Lunch,Sri Lankan,748
f2472,Kurakkan with lentils and beans,476.8164436,30.4,31.2,24.1,57,Dinner,Sri Lankan,367
f2473,Bread with chicken and onion,1539.674952,51.9,48.2,126.6,66,Snack,Sri Lankan,1184
f2474,Bread with tofu and cabbage,809.0344168,65.3,47.7,36.9,47,Dinner,Sri Lankan,622
f2475,Bread with beef and carrot,567.8776291,49.7,31.5,23.1,68,Dinner,Sri Lankan,437
f2476,Millet with chicken and onion,585.3250478,72.8,14.8,23.5,52,Snack,Sri Lankan,450
